uid,name,type,information,lng,lat,time_start,time_end
4998,全家便利商店,便利商店,全家便利商店,121.196906,25.063809,0,23
4999,全家便利商店,便利商店,全家便利商店,121.196936,25.06473,0,23
5000,全家便利商店,便利商店,全家便利商店,121.197447,25.057852,0,23
5001,全家便利商店,便利商店,全家便利商店,121.197519,24.87339,0,23
5002,全家便利商店,便利商店,全家便利商店,121.198391,25.066882,0,23
5003,全家便利商店,便利商店,全家便利商店,121.198685,24.872988,0,23
5004,全家便利商店,便利商店,全家便利商店,121.202264,25.007461,0,23
5005,全家便利商店,便利商店,全家便利商店,121.202995,24.95304,0,23
5006,全家便利商店,便利商店,全家便利商店,121.203308,24.952569,0,23
5007,全家便利商店,便利商店,全家便利商店,121.2037,24.957044,0,23
5008,全家便利商店,便利商店,全家便利商店,121.204214,25.009315,0,23
5009,全家便利商店,便利商店,全家便利商店,121.20476,24.94634,0,23
5010,全家便利商店,便利商店,全家便利商店,121.205035,24.957537,0,23
5011,全家便利商店,便利商店,全家便利商店,121.205413,24.952782,0,23
5012,全家便利商店,便利商店,全家便利商店,121.205825,24.943324,0,23
5013,全家便利商店,便利商店,全家便利商店,121.20583,25.003605,0,23
5014,全家便利商店,便利商店,全家便利商店,121.206141,24.943195,0,23
5015,全家便利商店,便利商店,全家便利商店,121.207082,24.960623,0,23
5016,全家便利商店,便利商店,全家便利商店,121.20743,24.91358,0,23
5017,全家便利商店,便利商店,全家便利商店,121.207849,24.900198,0,23
5018,全家便利商店,便利商店,全家便利商店,121.20812,24.944254,0,23
5019,全家便利商店,便利商店,全家便利商店,121.208168,24.919238,0,23
5020,全家便利商店,便利商店,全家便利商店,121.209002,24.956669,0,23
5021,全家便利商店,便利商店,全家便利商店,121.209275,24.944437,0,23
5022,全家便利商店,便利商店,全家便利商店,121.209649,24.944109,0,23
5023,全家便利商店,便利商店,全家便利商店,121.2102493,24.91349785,0,23
5024,全家便利商店,便利商店,全家便利商店,121.210609,24.899245,0,23
5025,全家便利商店,便利商店,全家便利商店,121.210609,24.899245,0,23
5026,全家便利商店,便利商店,全家便利商店,121.21062,24.841631,0,23
5027,全家便利商店,便利商店,全家便利商店,121.210698,24.951924,0,23
5028,全家便利商店,便利商店,全家便利商店,121.210733,24.947297,0,23
5029,全家便利商店,便利商店,全家便利商店,121.21086,24.87844,0,23
5030,全家便利商店,便利商店,全家便利商店,121.211345,24.90788,0,23
5031,全家便利商店,便利商店,全家便利商店,121.211454,24.951499,0,23
5032,全家便利商店,便利商店,全家便利商店,121.2115442,24.91976733,0,23
5033,全家便利商店,便利商店,全家便利商店,121.211685,24.955953,0,23
5034,全家便利商店,便利商店,全家便利商店,121.211938,24.884175,0,23
5035,全家便利商店,便利商店,全家便利商店,121.212077,24.904344,0,23
5036,全家便利商店,便利商店,全家便利商店,121.212101,24.903926,0,23
5037,全家便利商店,便利商店,全家便利商店,121.212886,24.919896,0,23
5038,全家便利商店,便利商店,全家便利商店,121.213345,24.96481,0,23
5039,全家便利商店,便利商店,全家便利商店,121.213499,24.964183,0,23
5040,全家便利商店,便利商店,全家便利商店,121.213739,25.004585,0,23
5041,全家便利商店,便利商店,全家便利商店,121.213759,24.953281,0,23
5042,全家便利商店,便利商店,全家便利商店,121.213791,24.953251,0,23
5043,全家便利商店,便利商店,全家便利商店,121.214255,24.950313,0,23
5044,全家便利商店,便利商店,全家便利商店,121.2144876,24.86427542,0,23
5045,全家便利商店,便利商店,全家便利商店,121.215423,24.94568,0,23
5046,全家便利商店,便利商店,全家便利商店,121.2162983,24.86394012,0,23
5047,全家便利商店,便利商店,全家便利商店,121.216622,24.866278,0,23
5048,全家便利商店,便利商店,全家便利商店,121.216665,24.86636,0,23
5049,全家便利商店,便利商店,全家便利商店,121.21718,24.865112,0,23
5050,全家便利商店,便利商店,全家便利商店,121.218469,24.951108,0,23
5051,全家便利商店,便利商店,全家便利商店,121.218869,24.940366,0,23
5052,全家便利商店,便利商店,全家便利商店,121.219186,24.945698,0,23
5053,全家便利商店,便利商店,全家便利商店,121.220152,24.86911,0,23
5054,全家便利商店,便利商店,全家便利商店,121.220193,24.942016,0,23
5055,全家便利商店,便利商店,全家便利商店,121.22079,24.958688,0,23
5056,全家便利商店,便利商店,全家便利商店,121.221012,24.959865,0,23
5057,全家便利商店,便利商店,全家便利商店,121.221412,25.023027,0,23
5058,全家便利商店,便利商店,全家便利商店,121.221754,24.956677,0,23
5059,全家便利商店,便利商店,全家便利商店,121.221771,25.013076,0,23
5060,全家便利商店,便利商店,全家便利商店,121.221837,24.945509,0,23
5061,全家便利商店,便利商店,全家便利商店,121.221841,24.955172,0,23
5062,全家便利商店,便利商店,全家便利商店,121.2221774,23.1251932,0,23
5063,全家便利商店,便利商店,全家便利商店,121.222687,24.955503,0,23
5064,全家便利商店,便利商店,全家便利商店,121.222702,24.958766,0,23
5065,全家便利商店,便利商店,全家便利商店,121.222763,24.958967,0,23
5066,全家便利商店,便利商店,全家便利商店,121.223131,24.961905,0,23
5067,全家便利商店,便利商店,全家便利商店,121.223226,24.953393,0,23
5068,全家便利商店,便利商店,全家便利商店,121.223626,24.966309,0,23
5069,全家便利商店,便利商店,全家便利商店,121.223646,24.96157,0,23
5070,全家便利商店,便利商店,全家便利商店,121.223766,24.954064,0,23
5071,全家便利商店,便利商店,全家便利商店,121.223813,24.94992,0,23
5072,全家便利商店,便利商店,全家便利商店,121.223823,24.959271,0,23
5073,全家便利商店,便利商店,全家便利商店,121.224046,24.95529,0,23
5074,全家便利商店,便利商店,全家便利商店,121.224115,24.95525,0,23
5075,全家便利商店,便利商店,全家便利商店,121.224335,24.956807,0,23
5076,全家便利商店,便利商店,全家便利商店,121.224335,24.956807,0,23
5077,全家便利商店,便利商店,全家便利商店,121.22444,24.954143,0,23
5078,全家便利商店,便利商店,全家便利商店,121.224606,24.953816,0,23
5079,全家便利商店,便利商店,全家便利商店,121.224706,24.95358,0,23
5080,全家便利商店,便利商店,全家便利商店,121.224801,24.962024,0,23
5081,全家便利商店,便利商店,全家便利商店,121.225198,24.954832,0,23
5082,全家便利商店,便利商店,全家便利商店,121.225359,24.954116,0,23
5083,全家便利商店,便利商店,全家便利商店,121.225409,24.947671,0,23
5084,全家便利商店,便利商店,全家便利商店,121.225445,24.964078,0,23
5085,全家便利商店,便利商店,全家便利商店,121.225551,24.955414,0,23
5086,全家便利商店,便利商店,全家便利商店,121.225589,24.964883,0,23
5087,全家便利商店,便利商店,全家便利商店,121.225756,24.954326,0,23
5088,全家便利商店,便利商店,全家便利商店,121.225932,24.958287,0,23
5089,全家便利商店,便利商店,全家便利商店,121.225942,24.954357,0,23
5090,全家便利商店,便利商店,全家便利商店,121.2260518,24.95554988,0,23
5091,全家便利商店,便利商店,全家便利商店,121.226197,24.952129,0,23
5092,全家便利商店,便利商店,全家便利商店,121.226936,24.944354,0,23
5093,全家便利商店,便利商店,全家便利商店,121.227285,24.928556,0,23
5094,全家便利商店,便利商店,全家便利商店,121.227737,24.960147,0,23
5095,全家便利商店,便利商店,全家便利商店,121.227911,24.948386,0,23
5096,全家便利商店,便利商店,全家便利商店,121.2283281,22.8747033,0,23
5097,全家便利商店,便利商店,全家便利商店,121.229385,24.945536,0,23
5098,全家便利商店,便利商店,全家便利商店,121.229801,24.962946,0,23
5099,全家便利商店,便利商店,全家便利商店,121.230038,24.848662,0,23
5100,全家便利商店,便利商店,全家便利商店,121.230204,24.942171,0,23
5101,全家便利商店,便利商店,全家便利商店,121.230757,24.961833,0,23
5102,全家便利商店,便利商店,全家便利商店,121.231722,24.967531,0,23
5103,全家便利商店,便利商店,全家便利商店,121.232463,24.873747,0,23
5104,全家便利商店,便利商店,全家便利商店,121.232665,24.873821,0,23
5105,全家便利商店,便利商店,全家便利商店,121.232914,24.93709,0,23
5106,全家便利商店,便利商店,全家便利商店,121.233199,24.968234,0,23
5107,全家便利商店,便利商店,全家便利商店,121.233637,24.935543,0,23
5108,全家便利商店,便利商店,全家便利商店,121.233772,24.935482,0,23
5109,全家便利商店,便利商店,全家便利商店,121.233883,24.966305,0,23
5110,全家便利商店,便利商店,全家便利商店,121.234098,24.950249,0,23
5111,全家便利商店,便利商店,全家便利商店,121.2344164,24.97815955,0,23
5112,全家便利商店,便利商店,全家便利商店,121.234534,24.990734,0,23
5113,全家便利商店,便利商店,全家便利商店,121.2350997,24.87701167,0,23
5114,全家便利商店,便利商店,全家便利商店,121.235139,24.948324,0,23
5115,全家便利商店,便利商店,全家便利商店,121.2353151,24.9684806,0,23
5116,全家便利商店,便利商店,全家便利商店,121.235679,24.934623,0,23
5117,全家便利商店,便利商店,全家便利商店,121.235686,24.971549,0,23
5118,全家便利商店,便利商店,全家便利商店,121.235715,24.97187,0,23
5119,全家便利商店,便利商店,全家便利商店,121.23585,24.968813,0,23
5120,全家便利商店,便利商店,全家便利商店,121.236209,24.964838,0,23
5121,全家便利商店,便利商店,全家便利商店,121.23636,24.956029,0,23
5122,全家便利商店,便利商店,全家便利商店,121.23786,24.931902,0,23
5123,全家便利商店,便利商店,全家便利商店,121.238157,24.984616,0,23
5124,全家便利商店,便利商店,全家便利商店,121.238589,24.953982,0,23
5125,全家便利商店,便利商店,全家便利商店,121.23861,24.875431,0,23
5126,全家便利商店,便利商店,全家便利商店,121.238815,24.95412,0,23
5127,全家便利商店,便利商店,全家便利商店,121.239081,24.957267,0,23
5128,全家便利商店,便利商店,全家便利商店,121.239685,24.959236,0,23
5129,全家便利商店,便利商店,全家便利商店,121.239816,24.959308,0,23
5130,全家便利商店,便利商店,全家便利商店,121.239958,24.952955,0,23
5131,全家便利商店,便利商店,全家便利商店,121.241028,24.955762,0,23
5132,全家便利商店,便利商店,全家便利商店,121.241038,24.955396,0,23
5133,全家便利商店,便利商店,全家便利商店,121.241062,24.953407,0,23
5134,全家便利商店,便利商店,全家便利商店,121.241473,24.928586,0,23
5135,全家便利商店,便利商店,全家便利商店,121.2415263,24.95489336,0,23
5136,全家便利商店,便利商店,全家便利商店,121.241828,24.953921,0,23
5137,全家便利商店,便利商店,全家便利商店,121.242544,24.954859,0,23
5138,全家便利商店,便利商店,全家便利商店,121.242597,24.91266,0,23
5139,全家便利商店,便利商店,全家便利商店,121.242597,24.91266,0,23
5140,全家便利商店,便利商店,全家便利商店,121.243024,24.958889,0,23
5141,全家便利商店,便利商店,全家便利商店,121.247548,24.945536,0,23
5142,全家便利商店,便利商店,全家便利商店,121.24769,24.979735,0,23
5143,全家便利商店,便利商店,全家便利商店,121.247761,25.092085,0,23
5144,全家便利商店,便利商店,全家便利商店,121.247799,24.972448,0,23
5145,全家便利商店,便利商店,全家便利商店,121.247802,24.97977,0,23
5146,全家便利商店,便利商店,全家便利商店,121.248114,24.982625,0,23
5147,全家便利商店,便利商店,全家便利商店,121.248762,24.915668,0,23
5148,全家便利商店,便利商店,全家便利商店,121.249196,24.934605,0,23
5149,全家便利商店,便利商店,全家便利商店,121.249891,24.942747,0,23
5150,全家便利商店,便利商店,全家便利商店,121.250616,24.969574,0,23
5151,全家便利商店,便利商店,全家便利商店,121.251188,24.976866,0,23
5152,全家便利商店,便利商店,全家便利商店,121.25183,24.929146,0,23
5153,全家便利商店,便利商店,全家便利商店,121.252346,24.929687,0,23
5154,全家便利商店,便利商店,全家便利商店,121.253107,24.963428,0,23
5155,全家便利商店,便利商店,全家便利商店,121.254217,24.978536,0,23
5156,全家便利商店,便利商店,全家便利商店,121.25441,24.930641,0,23
5157,全家便利商店,便利商店,全家便利商店,121.254611,24.963979,0,23
5158,全家便利商店,便利商店,全家便利商店,121.255952,24.964897,0,23
5159,全家便利商店,便利商店,全家便利商店,121.256011,24.976021,0,23
5160,全家便利商店,便利商店,全家便利商店,121.256427,24.973799,0,23
5161,全家便利商店,便利商店,全家便利商店,121.256516,24.963365,0,23
5162,全家便利商店,便利商店,全家便利商店,121.257134,24.970239,0,23
5163,全家便利商店,便利商店,全家便利商店,121.257406,24.935696,0,23
5164,全家便利商店,便利商店,全家便利商店,121.257466,24.970102,0,23
5165,全家便利商店,便利商店,全家便利商店,121.258265,24.961647,0,23
5166,全家便利商店,便利商店,全家便利商店,121.258915,24.973474,0,23
5167,全家便利商店,便利商店,全家便利商店,121.258998,24.973073,0,23
5168,全家便利商店,便利商店,全家便利商店,121.259259,25.023859,0,23
5169,全家便利商店,便利商店,全家便利商店,121.259362,24.973506,0,23
5170,全家便利商店,便利商店,全家便利商店,121.259668,25.018716,0,23
5171,全家便利商店,便利商店,全家便利商店,121.260162,24.973408,0,23
5172,全家便利商店,便利商店,全家便利商店,121.26056,24.96219,0,23
5173,全家便利商店,便利商店,全家便利商店,121.260588,25.018989,0,23
5174,全家便利商店,便利商店,全家便利商店,121.261147,25.100585,0,23
5175,全家便利商店,便利商店,全家便利商店,121.261161,24.953072,0,23
5176,全家便利商店,便利商店,全家便利商店,121.261651,25.02263,0,23
5177,全家便利商店,便利商店,全家便利商店,121.262159,24.895864,0,23
5178,全家便利商店,便利商店,全家便利商店,121.262694,24.967272,0,23
5179,全家便利商店,便利商店,全家便利商店,121.264157,24.903922,0,23
5180,全家便利商店,便利商店,全家便利商店,121.264371,24.955898,0,23
5181,全家便利商店,便利商店,全家便利商店,121.264486,24.963792,0,23
5182,全家便利商店,便利商店,全家便利商店,121.264871,24.964229,0,23
5183,全家便利商店,便利商店,全家便利商店,121.266853,25.062791,0,23
5184,全家便利商店,便利商店,全家便利商店,121.268327,24.982844,0,23
5185,全家便利商店,便利商店,全家便利商店,121.269867,24.977906,0,23
5186,全家便利商店,便利商店,全家便利商店,121.270082,24.885903,0,23
5187,全家便利商店,便利商店,全家便利商店,121.270207,25.009214,0,23
5188,全家便利商店,便利商店,全家便利商店,121.270757,24.975684,0,23
5189,全家便利商店,便利商店,全家便利商店,121.271222,25.009297,0,23
5190,全家便利商店,便利商店,全家便利商店,121.27157,25.01079,0,23
5191,全家便利商店,便利商店,全家便利商店,121.274447,24.894671,0,23
5192,全家便利商店,便利商店,全家便利商店,121.276053,24.979581,0,23
5193,全家便利商店,便利商店,全家便利商店,121.277037,24.895486,0,23
5194,全家便利商店,便利商店,全家便利商店,121.278791,24.99219,0,23
5195,全家便利商店,便利商店,全家便利商店,121.27888,24.96047,0,23
5196,全家便利商店,便利商店,全家便利商店,121.278965,24.987325,0,23
5197,全家便利商店,便利商店,全家便利商店,121.279097,24.990329,0,23
5198,全家便利商店,便利商店,全家便利商店,121.279828,24.910466,0,23
5199,全家便利商店,便利商店,全家便利商店,121.28263,24.99219,0,23
5200,全家便利商店,便利商店,全家便利商店,121.28266,24.909668,0,23
5201,全家便利商店,便利商店,全家便利商店,121.282789,24.991159,0,23
5202,全家便利商店,便利商店,全家便利商店,121.2829,24.898481,0,23
5203,全家便利商店,便利商店,全家便利商店,121.283041,24.992303,0,23
5204,全家便利商店,便利商店,全家便利商店,121.283154,25.054761,0,23
5205,全家便利商店,便利商店,全家便利商店,121.283312,24.989705,0,23
5206,全家便利商店,便利商店,全家便利商店,121.2836,24.947932,0,23
5207,全家便利商店,便利商店,全家便利商店,121.283634,24.900443,0,23
5208,全家便利商店,便利商店,全家便利商店,121.2848636,24.92517742,0,23
5209,全家便利商店,便利商店,全家便利商店,121.285148,24.932145,0,23
5210,全家便利商店,便利商店,全家便利商店,121.28561,25.041041,0,23
5211,全家便利商店,便利商店,全家便利商店,121.28561,25.073045,0,23
5212,全家便利商店,便利商店,全家便利商店,121.286178,25.085398,0,23
5213,全家便利商店,便利商店,全家便利商店,121.28626,25.084752,0,23
5214,全家便利商店,便利商店,全家便利商店,121.28721,24.98899,0,23
5215,全家便利商店,便利商店,全家便利商店,121.287453,24.989104,0,23
5216,全家便利商店,便利商店,全家便利商店,121.28793,25.042292,0,23
5217,全家便利商店,便利商店,全家便利商店,121.288006,24.925419,0,23
5218,全家便利商店,便利商店,全家便利商店,121.288011,24.987807,0,23
5219,全家便利商店,便利商店,全家便利商店,121.288085,25.039687,0,23
5220,全家便利商店,便利商店,全家便利商店,121.288125,24.910883,0,23
5221,全家便利商店,便利商店,全家便利商店,121.288193,24.936672,0,23
5222,全家便利商店,便利商店,全家便利商店,121.288462,25.051283,0,23
5223,全家便利商店,便利商店,全家便利商店,121.288622,25.045349,0,23
5224,全家便利商店,便利商店,全家便利商店,121.288962,24.880557,0,23
5225,全家便利商店,便利商店,全家便利商店,121.28915,25.04611,0,23
5226,全家便利商店,便利商店,全家便利商店,121.2893228,25.0403512,0,23
5227,全家便利商店,便利商店,全家便利商店,121.289389,24.884027,0,23
5228,全家便利商店,便利商店,全家便利商店,121.289432,25.038892,0,23
5229,全家便利商店,便利商店,全家便利商店,121.289641,25.040291,0,23
5230,全家便利商店,便利商店,全家便利商店,121.289849,24.92687,0,23
5231,全家便利商店,便利商店,全家便利商店,121.290344,25.040272,0,23
5232,全家便利商店,便利商店,全家便利商店,121.290365,25.044211,0,23
5233,全家便利商店,便利商店,全家便利商店,121.290671,25.040024,0,23
5234,全家便利商店,便利商店,全家便利商店,121.290682,25.050345,0,23
5235,全家便利商店,便利商店,全家便利商店,121.290877,24.930229,0,23
5236,全家便利商店,便利商店,全家便利商店,121.29117,25.03832,0,23
5237,全家便利商店,便利商店,全家便利商店,121.291368,25.047223,0,23
5238,全家便利商店,便利商店,全家便利商店,121.291432,24.918123,0,23
5239,全家便利商店,便利商店,全家便利商店,121.29172,25.04767,0,23
5240,全家便利商店,便利商店,全家便利商店,121.29193,24.9909,0,23
5241,全家便利商店,便利商店,全家便利商店,121.292011,24.989647,0,23
5242,全家便利商店,便利商店,全家便利商店,121.292073,25.051866,0,23
5243,全家便利商店,便利商店,全家便利商店,121.29276,25.01738,0,23
5244,全家便利商店,便利商店,全家便利商店,121.29276,25.01738,0,23
5245,全家便利商店,便利商店,全家便利商店,121.293001,24.959699,0,23
5246,全家便利商店,便利商店,全家便利商店,121.293001,24.959699,0,23
5247,全家便利商店,便利商店,全家便利商店,121.293165,24.994212,0,23
5248,全家便利商店,便利商店,全家便利商店,121.293166,25.040094,0,23
5249,全家便利商店,便利商店,全家便利商店,121.29338,24.988512,0,23
5250,全家便利商店,便利商店,全家便利商店,121.29338,25.01807,0,23
5251,全家便利商店,便利商店,全家便利商店,121.293438,25.02186,0,23
5252,全家便利商店,便利商店,全家便利商店,121.293629,25.048718,0,23
5253,全家便利商店,便利商店,全家便利商店,121.294942,25.005836,0,23
5254,全家便利商店,便利商店,全家便利商店,121.29496,25.02219,0,23
5255,全家便利商店,便利商店,全家便利商店,121.295,25.05779,0,23
5256,全家便利商店,便利商店,全家便利商店,121.295314,25.023668,0,23
5257,全家便利商店,便利商店,全家便利商店,121.295467,24.96131,0,23
5258,全家便利商店,便利商店,全家便利商店,121.29583,25.01736,0,23
5259,全家便利商店,便利商店,全家便利商店,121.295896,25.059265,0,23
5260,全家便利商店,便利商店,全家便利商店,121.295982,24.954064,0,23
5261,全家便利商店,便利商店,全家便利商店,121.29609,25.051322,0,23
5262,全家便利商店,便利商店,全家便利商店,121.2961,24.95409,0,23
5263,全家便利商店,便利商店,全家便利商店,121.296465,24.9261,0,23
5264,全家便利商店,便利商店,全家便利商店,121.2965,24.95584,0,23
5265,全家便利商店,便利商店,全家便利商店,121.296576,25.02084,0,23
5266,全家便利商店,便利商店,全家便利商店,121.296618,25.010635,0,23
5267,全家便利商店,便利商店,全家便利商店,121.296689,25.015501,0,23
5268,全家便利商店,便利商店,全家便利商店,121.296917,25.056352,0,23
5269,全家便利商店,便利商店,全家便利商店,121.296959,25.054723,0,23
5270,全家便利商店,便利商店,全家便利商店,121.297183,25.050472,0,23
5271,全家便利商店,便利商店,全家便利商店,121.297191,24.944572,0,23
5272,全家便利商店,便利商店,全家便利商店,121.297197,25.018478,0,23
5273,全家便利商店,便利商店,全家便利商店,121.29732,24.96128,0,23
5274,全家便利商店,便利商店,全家便利商店,121.297321,24.933102,0,23
5275,全家便利商店,便利商店,全家便利商店,121.297321,24.933102,0,23
5276,全家便利商店,便利商店,全家便利商店,121.297321,24.933328,0,23
5277,全家便利商店,便利商店,全家便利商店,121.29734,24.93046,0,23
5278,全家便利商店,便利商店,全家便利商店,121.29739,24.956025,0,23
5279,全家便利商店,便利商店,全家便利商店,121.297556,24.931356,0,23
5280,全家便利商店,便利商店,全家便利商店,121.297632,25.009822,0,23
5281,全家便利商店,便利商店,全家便利商店,121.297851,24.99118,0,23
5282,全家便利商店,便利商店,全家便利商店,121.297905,24.999061,0,23
5283,全家便利商店,便利商店,全家便利商店,121.297953,25.029616,0,23
5284,全家便利商店,便利商店,全家便利商店,121.297977,25.028274,0,23
5285,全家便利商店,便利商店,全家便利商店,121.297978,24.949324,0,23
5286,全家便利商店,便利商店,全家便利商店,121.2979973,24.95887479,0,23
5287,全家便利商店,便利商店,全家便利商店,121.2979973,24.95887479,0,23
5288,全家便利商店,便利商店,全家便利商店,121.298019,25.056551,0,23
5289,全家便利商店,便利商店,全家便利商店,121.298027,24.96669,0,23
5290,全家便利商店,便利商店,全家便利商店,121.298219,25.016209,0,23
5291,全家便利商店,便利商店,全家便利商店,121.298267,24.962991,0,23
5292,全家便利商店,便利商店,全家便利商店,121.298279,25.049719,0,23
5293,全家便利商店,便利商店,全家便利商店,121.298413,25.003604,0,23
5294,全家便利商店,便利商店,全家便利商店,121.298895,25.005987,0,23
5295,全家便利商店,便利商店,全家便利商店,121.29894,25.01149,0,23
5296,全家便利商店,便利商店,全家便利商店,121.298992,25.025047,0,23
5297,全家便利商店,便利商店,全家便利商店,121.29901,25.049322,0,23
5298,全家便利商店,便利商店,全家便利商店,121.29901,25.049775,0,23
5299,全家便利商店,便利商店,全家便利商店,121.299015,25.051869,0,23
5300,全家便利商店,便利商店,全家便利商店,121.299114,24.960534,0,23
5301,全家便利商店,便利商店,全家便利商店,121.29921,25.00602,0,23
5302,全家便利商店,便利商店,全家便利商店,121.299348,24.960676,0,23
5303,全家便利商店,便利商店,全家便利商店,121.299386,24.95777,0,23
5304,全家便利商店,便利商店,全家便利商店,121.2998044,25.01464788,0,23
5305,全家便利商店,便利商店,全家便利商店,121.29998,24.996484,0,23
5306,全家便利商店,便利商店,全家便利商店,121.299999,24.932918,0,23
5307,全家便利商店,便利商店,全家便利商店,121.300028,25.01195,0,23
5308,全家便利商店,便利商店,全家便利商店,121.3001996,25.03268492,0,23
5309,全家便利商店,便利商店,全家便利商店,121.300239,24.962781,0,23
5310,全家便利商店,便利商店,全家便利商店,121.300269,25.004991,0,23
5311,全家便利商店,便利商店,全家便利商店,121.300352,24.992507,0,23
5312,全家便利商店,便利商店,全家便利商店,121.300534,25.034154,0,23
5313,全家便利商店,便利商店,全家便利商店,121.300572,25.001004,0,23
5314,全家便利商店,便利商店,全家便利商店,121.30087,25.051381,0,23
5315,全家便利商店,便利商店,全家便利商店,121.30108,25.0105,0,23
5316,全家便利商店,便利商店,全家便利商店,121.3011,24.966899,0,23
5317,全家便利商店,便利商店,全家便利商店,121.301191,25.019126,0,23
5318,全家便利商店,便利商店,全家便利商店,121.301305,25.025632,0,23
5319,全家便利商店,便利商店,全家便利商店,121.301374,25.053371,0,23
5320,全家便利商店,便利商店,全家便利商店,121.301415,24.970714,0,23
5321,全家便利商店,便利商店,全家便利商店,121.301629,24.988344,0,23
5322,全家便利商店,便利商店,全家便利商店,121.3018454,23.26652656,0,23
5323,全家便利商店,便利商店,全家便利商店,121.30194,25.00686,0,23
5324,全家便利商店,便利商店,全家便利商店,121.30258,24.990677,0,23
5325,全家便利商店,便利商店,全家便利商店,121.302633,24.993881,0,23
5326,全家便利商店,便利商店,全家便利商店,121.302761,25.013638,0,23
5327,全家便利商店,便利商店,全家便利商店,121.303229,24.993621,0,23
5328,全家便利商店,便利商店,全家便利商店,121.303263,24.969116,0,23
5329,全家便利商店,便利商店,全家便利商店,121.303679,24.998249,0,23
5330,全家便利商店,便利商店,全家便利商店,121.3037974,24.9786519,0,23
5331,全家便利商店,便利商店,全家便利商店,121.303869,24.963761,0,23
5332,全家便利商店,便利商店,全家便利商店,121.303961,24.957557,0,23
5333,全家便利商店,便利商店,全家便利商店,121.30416,24.96348,0,23
5334,全家便利商店,便利商店,全家便利商店,121.3042,25.019071,0,23
5335,全家便利商店,便利商店,全家便利商店,121.304369,24.992087,0,23
5336,全家便利商店,便利商店,全家便利商店,121.304725,25.029596,0,23
5337,全家便利商店,便利商店,全家便利商店,121.30539,25.00389,0,23
5338,全家便利商店,便利商店,全家便利商店,121.30571,24.994245,0,23
5339,全家便利商店,便利商店,全家便利商店,121.305867,25.002716,0,23
5340,全家便利商店,便利商店,全家便利商店,121.30614,25.01595,0,23
5341,全家便利商店,便利商店,全家便利商店,121.30626,25.015845,0,23
5342,全家便利商店,便利商店,全家便利商店,121.3068517,25.00794611,0,23
5343,全家便利商店,便利商店,全家便利商店,121.307223,24.98483,0,23
5344,全家便利商店,便利商店,全家便利商店,121.30747,25.012627,0,23
5345,全家便利商店,便利商店,全家便利商店,121.307747,24.99171,0,23
5346,全家便利商店,便利商店,全家便利商店,121.308033,24.993964,0,23
5347,全家便利商店,便利商店,全家便利商店,121.308199,24.999448,0,23
5348,全家便利商店,便利商店,全家便利商店,121.308587,25.001902,0,23
5349,全家便利商店,便利商店,全家便利商店,121.30893,24.98029,0,23
5350,全家便利商店,便利商店,全家便利商店,121.309121,24.982856,0,23
5351,全家便利商店,便利商店,全家便利商店,121.309395,24.990319,0,23
5352,全家便利商店,便利商店,全家便利商店,121.309538,24.99729,0,23
5353,全家便利商店,便利商店,全家便利商店,121.31011,25.01221,0,23
5354,全家便利商店,便利商店,全家便利商店,121.310899,24.989675,0,23
5355,全家便利商店,便利商店,全家便利商店,121.311151,24.98732,0,23
5356,全家便利商店,便利商店,全家便利商店,121.3113,24.98982,0,23
5357,全家便利商店,便利商店,全家便利商店,121.31174,24.98237,0,23
5358,全家便利商店,便利商店,全家便利商店,121.311748,24.989812,0,23
5359,全家便利商店,便利商店,全家便利商店,121.311768,24.991091,0,23
5360,全家便利商店,便利商店,全家便利商店,121.311792,24.98973,0,23
5361,全家便利商店,便利商店,全家便利商店,121.312497,24.992642,0,23
5362,全家便利商店,便利商店,全家便利商店,121.3126006,24.99123844,0,23
5363,全家便利商店,便利商店,全家便利商店,121.312617,24.992712,0,23
5364,全家便利商店,便利商店,全家便利商店,121.312751,24.989503,0,23
5365,全家便利商店,便利商店,全家便利商店,121.3134363,24.99225892,0,23
5366,全家便利商店,便利商店,全家便利商店,121.313604,24.995706,0,23
5367,全家便利商店,便利商店,全家便利商店,121.313714,24.99009,0,23
5368,全家便利商店,便利商店,全家便利商店,121.31413,25.01138,0,23
5369,全家便利商店,便利商店,全家便利商店,121.31424,24.987599,0,23
5370,全家便利商店,便利商店,全家便利商店,121.314266,24.985549,0,23
5371,全家便利商店,便利商店,全家便利商店,121.314497,24.991772,0,23
5372,全家便利商店,便利商店,全家便利商店,121.314536,24.995822,0,23
5373,全家便利商店,便利商店,全家便利商店,121.314629,24.99582,0,23
5374,全家便利商店,便利商店,全家便利商店,121.314667,24.991629,0,23
5375,全家便利商店,便利商店,全家便利商店,121.314779,24.983695,0,23
5376,全家便利商店,便利商店,全家便利商店,121.315197,24.998374,0,23
5377,全家便利商店,便利商店,全家便利商店,121.315236,24.997576,0,23
5378,全家便利商店,便利商店,全家便利商店,121.3152378,23.33798533,0,23
5379,全家便利商店,便利商店,全家便利商店,121.315737,25.007436,0,23
5380,全家便利商店,便利商店,全家便利商店,121.315876,24.991156,0,23
5381,全家便利商店,便利商店,全家便利商店,121.316021,24.996278,0,23
5382,全家便利商店,便利商店,全家便利商店,121.316468,24.994189,0,23
5383,全家便利商店,便利商店,全家便利商店,121.31656,25.00642,0,23
5384,全家便利商店,便利商店,全家便利商店,121.316691,24.985998,0,23
